Data,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.02.2019 23:00,26.5,760.3,761.6,1.7,77,Wind blowing from the north,2,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",14,22.1,No precipitation,3,,,,
15.02.2019 20:00,27.6,758.6,760,1.3,68,Wind blowing from the north-northeast,4,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,21.2,No precipitation,6,,,,
15.02.2019 17:00,30.1,757.3,758.6,-1.2,62,Wind blowing from the north-east,7,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,21.9,No precipitation,3,,,,
15.02.2019 14:00,31.5,758.5,759.8,-1.2,59,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,22.6,No precipitation,6,,,,
15.02.2019 11:00,28.8,759.7,761.1,1,73,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,23.4,No precipitation,3,,,,
15.02.2019 08:00,26.2,758.7,760,1.1,81,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,22.6,No precipitation,24,,,,
15.02.2019 05:00,26.1,757.6,758.9,-0.9,83,Wind blowing from the north-northeast,3,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,23,No precipitation,3,,,,
15.02.2019 02:00,26.7,758.5,760,-0.6,79,Wind blowing from the north-northeast,4,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",14,22.8,No precipitation,6,,,,
14.02.2019 23:00,27.1,759.1,760.5,1.5,79,Wind blowing from the north-east,4,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",14,23.1,No precipitation,3,,,,
14.02.2019 20:00,27.8,757.6,759,1.2,74,Wind blowing from the north-northeast,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,22.7,No precipitation,6,,,,
14.02.2019 17:00,30.6,756.4,757.8,-1.5,63,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",17,22.7,No precipitation,3,,,,
14.02.2019 14:00,31.4,757.9,759.3,-1.3,60,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,22.7,No precipitation,6,,,,
14.02.2019 11:00,29.7,759.2,760.6,0.7,69,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.5,No precipitation,3,,,,
14.02.2019 08:00,27.2,758.5,760,0.7,79,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26.1,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",9,23.2,No precipitation,24,,,,
14.02.2019 05:00,27,757.8,759.1,-1,82,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.7,No precipitation,3,,,,
14.02.2019 02:00,27.1,758.8,760.3,-0.9,84,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,24.1,No precipitation,6,,,,
13.02.2019 23:00,27.5,759.7,761.1,1.5,81,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,24,No precipitation,3,,,,
13.02.2019 20:00,28.1,758.2,759.7,0.9,78,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,23.9,No precipitation,6,,,,
13.02.2019 17:00,31.2,757.3,758.7,-1.7,62,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",22,23,No precipitation,3,,,,
13.02.2019 14:00,32.1,759,760.3,-1.8,61,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,23.6,No precipitation,6,,,,
13.02.2019 11:00,30.7,760.8,762.1,1.1,65,Wind blowing from the north-northeast,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,23.5,No precipitation,3,,,,
13.02.2019 08:00,27.2,759.7,761,1,85,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.2,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.5,No precipitation,24,,,,
13.02.2019 05:00,26.7,758.7,760.1,-0.8,86,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.2,No precipitation,3,,,,
13.02.2019 02:00,27,759.5,760.9,-0.8,84,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.1,No precipitation,6,,,,
12.02.2019 23:00,27.3,760.3,761.7,1.4,81,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.8,No precipitation,3,,,,
12.02.2019 20:00,28.5,758.9,760.3,1.3,71,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,22.7,No precipitation,6,,,,
12.02.2019 17:00,31.7,757.6,759,-1.5,54,Wind blowing from the north-northeast,5,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,21.3,No precipitation,3,,,,
12.02.2019 14:00,32.7,759.1,760.5,-1.5,53,Wind blowing from the north-northeast,4,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,21.9,No precipitation,6,,,,
12.02.2019 11:00,30.8,760.6,762.1,0.9,65,Wind blowing from the north-northeast,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,23.4,No precipitation,3,,,,
12.02.2019 08:00,25.3,759.7,761.2,0.7,83,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.6,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",9,22.1,No precipitation,24,,,,
12.02.2019 05:00,24.8,759,760.3,-0.6,84,Wind blowing from the north,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,21.9,No precipitation,3,,,,
12.02.2019 02:00,25.2,759.6,760.9,-0.7,82,Wind blowing from the north-northwest,1,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,21.8,No precipitation,6,,,,
11.02.2019 23:00,26.4,760.3,761.7,1.8,74,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,21.4,No precipitation,3,,,,
11.02.2019 20:00,27.3,758.5,759.8,1.1,68,Wind blowing from the north-east,5,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,20.8,No precipitation,6,,,,
11.02.2019 17:00,30,757.4,758.8,-1.5,55,Wind blowing from the north-east,7,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,20.1,No precipitation,3,,,,
11.02.2019 14:00,30.4,758.9,760.3,-1.7,53,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,19.8,No precipitation,6,,,,
11.02.2019 11:00,29.7,760.6,762,0.9,58,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,20.7,No precipitation,3,,,,
11.02.2019 08:00,25.5,759.7,761.2,1.1,81,Wind blowing from the north,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.7,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,21.9,No precipitation,24,,,,
11.02.2019 05:00,25.1,758.6,760,-1.2,84,Wind blowing from the north,1,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,22.2,No precipitation,3,,,,
11.02.2019 02:00,26.4,759.8,761.2,-0.3,80,Wind blowing from the north-east,4,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,22.7,No precipitation,6,,,,
10.02.2019 23:00,27.1,760.1,761.5,1.6,78,Wind blowing from the north-east,4,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23,No precipitation,3,,,,
10.02.2019 20:00,27.8,758.5,760,1.7,76,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,23.1,No precipitation,6,,,,
10.02.2019 17:00,31.2,756.8,758.2,-1.5,61,Wind blowing from the north-east,7,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,22.8,No precipitation,3,,,,
10.02.2019 14:00,31.5,758.3,759.7,-1.3,59,Wind blowing from the north-east,7,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,22.5,No precipitation,6,,,,
10.02.2019 11:00,30.9,759.6,760.9,0.9,67,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,24,No precipitation,3,,,,
10.02.2019 08:00,26.6,758.7,760,0.9,86,Wind blowing from the north,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,24.1,No precipitation,24,,,,
10.02.2019 05:00,26.5,757.8,759.2,-0.6,87,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",14,24.2,No precipitation,3,,,,
10.02.2019 02:00,26.9,758.4,759.7,-0.2,85,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.2,No precipitation,6,,,,
09.02.2019 23:00,27.4,758.6,760,1.6,83,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.2,No precipitation,3,,,,
09.02.2019 20:00,28.3,757,758.3,1.5,78,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,34.1,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,24.2,No precipitation,6,,,,
09.02.2019 17:00,31.6,755.5,756.9,-1.8,60,Wind blowing from the north-east,7,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",22,22.9,No precipitation,3,,,,
09.02.2019 14:00,33.4,757.3,758.7,-1.9,48,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,20.9,No precipitation,6,,,,
